Year,Month,Season,District,Urban_Rural,Sector,Consumption_MU,Population,Avg_Temp,Industrial_Index,Transmission_Loss_Percent,Production_Cost_Rs,Generation_Thermal,Generation_Hydro,Generation_Renewable
2011,12,Winter,Bastar,Rural,Industrial,743.56,516,21.9,11.9,18.0,3.81,0.776,0.114,0.11
2011,12,Winter,Bastar,Rural,Agricultural,72.02,516,21.9,11.9,18.0,3.81,0.776,0.114,0.11
2011,12,Winter,Rajnandgaon,Urban,Residential,179.22,482,21.9,16.0,15.2,3.84,0.776,0.114,0.11
2011,12,Winter,Rajnandgaon,Urban,Commercial,310.32,482,21.9,16.0,15.2,3.84,0.776,0.114,0.11
2011,12,Winter,Rajnandgaon,Urban,Industrial,1758.67,482,21.9,16.0,15.2,3.84,0.776,0.114,0.11
2011,12,Winter,Rajnandgaon,Urban,Agricultural,50.71,482,21.9,16.0,15.2,3.84,0.776,0.114,0.11
2011,12,Winter,Rajnandgaon,Rural,Residential,183.05,482,21.9,16.0,15.2,3.84,0.776,0.114,0.11
2011,12,Winter,Rajnandgaon,Rural,Commercial,440.18,482,21.9,16.0,15.2,3.84,0.776,0.114,0.11
2011,12,Winter,Rajnandgaon,Rural,Industrial,1445.54,482,21.9,16.0,15.2,3.84,0.776,0.114,0.11
2011,12,Winter,Rajnandgaon,Rural,Agricultural,161.99,482,21.9,16.0,15.2,3.84,0.776,0.114,0.11
2012,1,Winter,Raipur,Urban,Residential,534.31,1402,24.7,23.3,13.1,4.13,0.776,0.116,0.108
2012,1,Winter,Raipur,Urban,Commercial,267.66,1402,24.7,23.3,13.1,4.13,0.776,0.116,0.108
2012,1,Winter,Raipur,Urban,Industrial,13652.49,1402,24.7,23.3,13.1,4.13,0.776,0.116,0.108
2012,1,Winter,Raipur,Urban,Agricultural,65.79,1402,24.7,23.3,13.1,4.13,0.776,0.116,0.108
2012,1,Winter,Raipur,Rural,Residential,102.16,1402,24.7,23.3,13.1,4.13,0.776,0.116,0.108
2012,1,Winter,Raipur,Rural,Commercial,311.35,1402,24.7,23.3,13.1,4.13,0.776,0.116,0.108
2012,1,Winter,Raipur,Rural,Industrial,4263.0,1402,24.7,23.3,13.1,4.13,0.776,0.116,0.108
2012,1,Winter,Raipur,Rural,Agricultural,78.93,1402,24.7,23.3,13.1,4.13,0.776,0.116,0.108
2012,1,Winter,Bilaspur,Urban,Residential,503.03,949,20.7,19.6,13.9,4.16,0.776,0.116,0.108
2012,1,Winter,Bilaspur,Urban,Commercial,667.85,949,20.7,19.6,13.9,4.16,0.776,0.116,0.108
2012,1,Winter,Bilaspur,Urban,Industrial,1720.12,949,20.7,19.6,13.9,4.16,0.776,0.116,0.108
2012,1,Winter,Bilaspur,Urban,Agricultural,40.79,949,20.7,19.6,13.9,4.16,0.776,0.116,0.108
2012,1,Winter,Bilaspur,Rural,Residential,494.55,949,20.7,19.6,13.9,4.16,0.776,0.116,0.108
2012,1,Winter,Bilaspur,Rural,Commercial,584.75,949,20.7,19.6,13.9,4.16,0.776,0.116,0.108
2012,1,Winter,Bilaspur,Rural,Industrial,1638.73,949,20.7,19.6,13.9,4.16,0.776,0.116,0.108
2012,1,Winter,Bilaspur,Rural,Agricultural,258.9,949,20.7,19.6,13.9,4.16,0.776,0.116,0.108
2012,1,Winter,Durg,Urban,Residential,646.71,861,24.1,22.8,13.4,4.13,0.776,0.116,0.108
2012,1,Winter,Durg,Urban,Commercial,396.31,861,24.1,22.8,13.4,4.13,0.776,0.116,0.108
2012,1,Winter,Durg,Urban,Industrial,12030.56,861,24.1,22.8,13.4,4.13,0.776,0.116,0.108
2012,1,Winter,Durg,Urban,Agricultural,108.0,861,24.1,22.8,13.4,4.13,0.776,0.116,0.108
2012,1,Winter,Durg,Rural,Residential,142.14,861,24.1,22.8,13.4,4.13,0.776,0.116,0.108
2012,1,Winter,Durg,Rural,Commercial,169.14,861,24.1,22.8,13.4,4.13,0.776,0.116,0.108
2012,1,Winter,Durg,Rural,Industrial,2004.07,861,24.1,22.8,13.4,4.13,0.776,0.116,0.108
2012,1,Winter,Durg,Rural,Agricultural,203.62,861,24.1,22.8,13.4,4.13,0.776,0.116,0.108
2012,1,Winter,Korba,Urban,Residential,340.19,761,24.7,56.2,14.3,4.1,0.776,0.116,0.108
2012,1,Winter,Korba,Urban,Commercial,1187.49,761,24.7,56.2,14.3,4.1,0.776,0.116,0.108
2012,1,Winter,Korba,Urban,Industrial,13439.9,761,24.7,56.2,14.3,4.1,0.776,0.116,0.108
2012,1,Winter,Korba,Urban,Agricultural,91.42,761,24.7,56.2,14.3,4.1,0.776,0.116,0.108
2012,1,Winter,Korba,Rural,Residential,441.53,761,24.7,56.2,14.3,4.1,0.776,0.116,0.108
2012,1,Winter,Korba,Rural,Commercial,603.12,761,24.7,56.2,14.3,4.1,0.776,0.116,0.108
2012,1,Winter,Korba,Rural,Industrial,10661.48,761,24.7,56.2,14.3,4.1,0.776,0.116,0.108
2012,1,Winter,Korba,Rural,Agricultural,75.37,761,24.7,56.2,14.3,4.1,0.776,0.116,0.108
2012,1,Winter,Raigarh,Urban,Residential,917.19,694,21.3,47.2,15.5,4.16,0.776,0.116,0.108
2012,1,Winter,Raigarh,Urban,Commercial,625.99,694,21.3,47.2,15.5,4.16,0.776,0.116,0.108
2012,1,Winter,Raigarh,Urban,Industrial,33759.18,694,21.3,47.2,15.5,4.16,0.776,0.116,0.108
2012,1,Winter,Raigarh,Urban,Agricultural,87.51,694,21.3,47.2,15.5,4.16,0.776,0.116,0.108
2012,1,Winter,Raigarh,Rural,Residential,383.52,694,21.3,47.2,15.5,4.16,0.776,0.116,0.108
2012,1,Winter,Raigarh,Rural,Commercial,311.95,694,21.3,47.2,15.5,4.16,0.776,0.116,0.108
2012,1,Winter,Raigarh,Rural,Industrial,10247.57,694,21.3,47.2,15.5,4.16,0.776,0.116,0.108
2012,1,Winter,Raigarh,Rural,Agricultural,291.54,694,21.3,47.2,15.5,4.16,0.776,0.116,0.108
2012,1,Winter,Surguja,Urban,Residential,295.13,557,20.6,13.7,17.0,4.13,0.776,0.116,0.108
2012,1,Winter,Surguja,Urban,Commercial,372.79,557,20.6,13.7,17.0,4.13,0.776,0.116,0.108
2012,1,Winter,Surguja,Urban,Industrial,4842.71,557,20.6,13.7,17.0,4.13,0.776,0.116,0.108
2012,1,Winter,Surguja,Urban,Agricultural,50.57,557,20.6,13.7,17.0,4.13,0.776,0.116,0.108
2012,1,Winter,Surguja,Rural,Residential,402.37,557,20.6,13.7,17.0,4.13,0.776,0.116,0.108
2012,1,Winter,Surguja,Rural,Commercial,318.48,557,20.6,13.7,17.0,4.13,0.776,0.116,0.108
2012,1,Winter,Surguja,Rural,Industrial,2262.02,557,20.6,13.7,17.0,4.13,0.776,0.116,0.108
2012,1,Winter,Surguja,Rural,Agricultural,299.24,557,20.6,13.7,17.0,4.13,0.776,0.116,0.108
2012,1,Winter,Bastar,Urban,Residential,821.61,513,22.9,12.8,17.8,4.04,0.776,0.116,0.108
2012,1,Winter,Bastar,Urban,Commercial,1048.66,513,22.9,12.8,17.8,4.04,0.776,0.116,0.108
2012,1,Winter,Bastar,Urban,Industrial,6627.41,513,22.9,12.8,17.8,4.04,0.776,0.116,0.108
2012,1,Winter,Bastar,Urban,Agricultural,29.71,513,22.9,12.8,17.8,4.04,0.776,0.116,0.108
2012,1,Winter,Bastar,Rural,Residential,174.12,513,22.9,12.8,17.8,4.04,0.776,0.116,0.108
2012,1,Winter,Bastar,Rural,Commercial,300.35,513,22.9,12.8,17.8,4.04,0.776,0.116,0.108
2012,1,Winter,Bastar,Rural,Industrial,2802.76,513,22.9,12.8,17.8,4.04,0.776,0.116,0.108
2012,1,Winter,Bastar,Rural,Agricultural,309.33,513,22.9,12.8,17.8,4.04,0.776,0.116,0.108
2012,1,Winter,Rajnandgaon,Urban,Residential,467.3,493,21.4,17.3,15.8,4.06,0.776,0.116,0.108
2012,1,Winter,Rajnandgaon,Urban,Commercial,744.27,493,21.4,17.3,15.8,4.06,0.776,0.116,0.108
2012,1,Winter,Rajnandgaon,Urban,Industrial,8299.07,493,21.4,17.3,15.8,4.06,0.776,0.116,0.108
2012,1,Winter,Rajnandgaon,Urban,Agricultural,31.05,493,21.4,17.3,15.8,4.06,0.776,0.116,0.108
2012,1,Winter,Rajnandgaon,Rural,Residential,200.32,493,21.4,17.3,15.8,4.06,0.776,0.116,0.108
2012,1,Winter,Rajnandgaon,Rural,Commercial,481.14,493,21.4,17.3,15.8,4.06,0.776,0.116,0.108
2012,1,Winter,Rajnandgaon,Rural,Industrial,2448.22,493,21.4,17.3,15.8,4.06,0.776,0.116,0.108
2012,1,Winter,Rajnandgaon,Rural,Agricultural,217.22,493,21.4,17.3,15.8,4.06,0.776,0.116,0.108
2012,2,Winter,Raipur,Urban,Residential,784.23,1444,20.7,21.9,12.5,4.08,0.763,0.124,0.113
2012,2,Winter,Raipur,Urban,Commercial,1038.96,1444,20.7,21.9,12.5,4.08,0.763,0.124,0.113
2012,2,Winter,Raipur,Urban,Industrial,12963.04,1444,20.7,21.9,12.5,4.08,0.763,0.124,0.113
2012,2,Winter,Raipur,Urban,Agricultural,25.79,1444,20.7,21.9,12.5,4.08,0.763,0.124,0.113
2012,2,Winter,Raipur,Rural,Residential,429.42,1444,20.7,21.9,12.5,4.08,0.763,0.124,0.113
2012,2,Winter,Raipur,Rural,Commercial,90.64,1444,20.7,21.9,12.5,4.08,0.763,0.124,0.113
2012,2,Winter,Raipur,Rural,Industrial,4298.29,1444,20.7,21.9,12.5,4.08,0.763,0.124,0.113
2012,2,Winter,Raipur,Rural,Agricultural,264.9,1444,20.7,21.9,12.5,4.08,0.763,0.124,0.113
2012,2,Winter,Bilaspur,Urban,Residential,592.51,977,24.6,19.7,13.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bilaspur,Urban,Commercial,527.92,977,24.6,19.7,13.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bilaspur,Urban,Industrial,4169.06,977,24.6,19.7,13.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bilaspur,Urban,Agricultural,49.15,977,24.6,19.7,13.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bilaspur,Rural,Residential,296.02,977,24.6,19.7,13.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bilaspur,Rural,Commercial,233.78,977,24.6,19.7,13.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bilaspur,Rural,Industrial,3791.74,977,24.6,19.7,13.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bilaspur,Rural,Agricultural,173.43,977,24.6,19.7,13.0,4.13,0.763,0.124,0.113
2012,2,Winter,Durg,Urban,Residential,450.69,853,21.7,23.0,14.5,4.2,0.763,0.124,0.113
2012,2,Winter,Durg,Urban,Commercial,1013.43,853,21.7,23.0,14.5,4.2,0.763,0.124,0.113
2012,2,Winter,Durg,Urban,Industrial,1945.65,853,21.7,23.0,14.5,4.2,0.763,0.124,0.113
2012,2,Winter,Durg,Urban,Agricultural,65.54,853,21.7,23.0,14.5,4.2,0.763,0.124,0.113
2012,2,Winter,Durg,Rural,Residential,296.44,853,21.7,23.0,14.5,4.2,0.763,0.124,0.113
2012,2,Winter,Durg,Rural,Commercial,211.07,853,21.7,23.0,14.5,4.2,0.763,0.124,0.113
2012,2,Winter,Durg,Rural,Industrial,4799.56,853,21.7,23.0,14.5,4.2,0.763,0.124,0.113
2012,2,Winter,Durg,Rural,Agricultural,199.97,853,21.7,23.0,14.5,4.2,0.763,0.124,0.113
2012,2,Winter,Korba,Urban,Residential,414.52,765,21.2,49.2,15.0,4.1,0.763,0.124,0.113
2012,2,Winter,Korba,Urban,Commercial,1093.05,765,21.2,49.2,15.0,4.1,0.763,0.124,0.113
2012,2,Winter,Korba,Urban,Industrial,22844.42,765,21.2,49.2,15.0,4.1,0.763,0.124,0.113
2012,2,Winter,Korba,Urban,Agricultural,85.55,765,21.2,49.2,15.0,4.1,0.763,0.124,0.113
2012,2,Winter,Korba,Rural,Residential,235.57,765,21.2,49.2,15.0,4.1,0.763,0.124,0.113
2012,2,Winter,Korba,Rural,Commercial,241.44,765,21.2,49.2,15.0,4.1,0.763,0.124,0.113
2012,2,Winter,Korba,Rural,Industrial,14119.87,765,21.2,49.2,15.0,4.1,0.763,0.124,0.113
2012,2,Winter,Korba,Rural,Agricultural,172.24,765,21.2,49.2,15.0,4.1,0.763,0.124,0.113
2012,2,Winter,Raigarh,Urban,Residential,905.48,703,22.3,45.8,15.7,4.2,0.763,0.124,0.113
2012,2,Winter,Raigarh,Urban,Commercial,869.09,703,22.3,45.8,15.7,4.2,0.763,0.124,0.113
2012,2,Winter,Raigarh,Urban,Industrial,12352.82,703,22.3,45.8,15.7,4.2,0.763,0.124,0.113
2012,2,Winter,Raigarh,Urban,Agricultural,76.51,703,22.3,45.8,15.7,4.2,0.763,0.124,0.113
2012,2,Winter,Raigarh,Rural,Residential,379.06,703,22.3,45.8,15.7,4.2,0.763,0.124,0.113
2012,2,Winter,Raigarh,Rural,Commercial,427.31,703,22.3,45.8,15.7,4.2,0.763,0.124,0.113
2012,2,Winter,Raigarh,Rural,Industrial,7930.42,703,22.3,45.8,15.7,4.2,0.763,0.124,0.113
2012,2,Winter,Raigarh,Rural,Agricultural,273.43,703,22.3,45.8,15.7,4.2,0.763,0.124,0.113
2012,2,Winter,Surguja,Urban,Residential,597.48,574,21.9,14.1,16.9,4.17,0.763,0.124,0.113
2012,2,Winter,Surguja,Urban,Commercial,610.59,574,21.9,14.1,16.9,4.17,0.763,0.124,0.113
2012,2,Winter,Surguja,Urban,Industrial,2445.63,574,21.9,14.1,16.9,4.17,0.763,0.124,0.113
2012,2,Winter,Surguja,Urban,Agricultural,84.89,574,21.9,14.1,16.9,4.17,0.763,0.124,0.113
2012,2,Winter,Surguja,Rural,Residential,290.43,574,21.9,14.1,16.9,4.17,0.763,0.124,0.113
2012,2,Winter,Surguja,Rural,Commercial,464.65,574,21.9,14.1,16.9,4.17,0.763,0.124,0.113
2012,2,Winter,Surguja,Rural,Industrial,2905.47,574,21.9,14.1,16.9,4.17,0.763,0.124,0.113
2012,2,Winter,Surguja,Rural,Agricultural,197.08,574,21.9,14.1,16.9,4.17,0.763,0.124,0.113
2012,2,Winter,Bastar,Urban,Residential,709.38,514,24.4,12.1,18.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bastar,Urban,Commercial,961.75,514,24.4,12.1,18.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bastar,Urban,Industrial,2142.15,514,24.4,12.1,18.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bastar,Urban,Agricultural,74.94,514,24.4,12.1,18.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bastar,Rural,Residential,202.27,514,24.4,12.1,18.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bastar,Rural,Commercial,246.14,514,24.4,12.1,18.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bastar,Rural,Industrial,182.68,514,24.4,12.1,18.0,4.13,0.763,0.124,0.113
2012,2,Winter,Bastar,Rural,Agricultural,297.08,514,24.4,12.1,18.0,4.13,0.763,0.124,0.113
2012,2,Winter,Rajnandgaon,Urban,Residential,572.85,449,23.3,16.3,15.7,4.15,0.763,0.124,0.113
2012,2,Winter,Rajnandgaon,Urban,Commercial,533.09,449,23.3,16.3,15.7,4.15,0.763,0.124,0.113
2012,2,Winter,Rajnandgaon,Urban,Industrial,3458.42,449,23.3,16.3,15.7,4.15,0.763,0.124,0.113
2012,2,Winter,Rajnandgaon,Urban,Agricultural,82.66,449,23.3,16.3,15.7,4.15,0.763,0.124,0.113
2012,2,Winter,Rajnandgaon,Rural,Residential,182.14,449,23.3,16.3,15.7,4.15,0.763,0.124,0.113
2012,2,Winter,Rajnandgaon,Rural,Commercial,330.87,449,23.3,16.3,15.7,4.15,0.763,0.124,0.113
2012,2,Winter,Rajnandgaon,Rural,Industrial,2149.68,449,23.3,16.3,15.7,4.15,0.763,0.124,0.113
2012,2,Winter,Rajnandgaon,Rural,Agricultural,289.31,449,23.3,16.3,15.7,4.15,0.763,0.124,0.113
2012,3,Summer,Raipur,Urban,Residential,362.45,1463,40.2,21.3,13.6,4.15,0.766,0.122,0.112
2012,3,Summer,Raipur,Urban,Commercial,1571.56,1463,40.2,21.3,13.6,4.15,0.766,0.122,0.112
2012,3,Summer,Raipur,Urban,Industrial,2276.76,1463,40.2,21.3,13.6,4.15,0.766,0.122,0.112
2012,3,Summer,Raipur,Urban,Agricultural,41.85,1463,40.2,21.3,13.6,4.15,0.766,0.122,0.112
2012,3,Summer,Raipur,Rural,Residential,376.14,1463,40.2,21.3,13.6,4.15,0.766,0.122,0.112
2012,3,Summer,Raipur,Rural,Commercial,439.91,1463,40.2,21.3,13.6,4.15,0.766,0.122,0.112
2012,3,Summer,Raipur,Rural,Industrial,1058.47,1463,40.2,21.3,13.6,4.15,0.766,0.122,0.112
2012,3,Summer,Raipur,Rural,Agricultural,230.05,1463,40.2,21.3,13.6,4.15,0.766,0.122,0.112
2012,3,Summer,Bilaspur,Urban,Residential,547.16,984,38.1,20.0,13.0,4.09,0.766,0.122,0.112
2012,3,Summer,Bilaspur,Urban,Commercial,1270.22,984,38.1,20.0,13.0,4.09,0.766,0.122,0.112
2012,3,Summer,Bilaspur,Urban,Industrial,12271.31,984,38.1,20.0,13.0,4.09,0.766,0.122,0.112
2012,3,Summer,Bilaspur,Urban,Agricultural,106.65,984,38.1,20.0,13.0,4.09,0.766,0.122,0.112
2012,3,Summer,Bilaspur,Rural,Residential,354.15,984,38.1,20.0,13.0,4.09,0.766,0.122,0.112
2012,3,Summer,Bilaspur,Rural,Commercial,371.98,984,38.1,20.0,13.0,4.09,0.766,0.122,0.112
2012,3,Summer,Bilaspur,Rural,Industrial,4723.91,984,38.1,20.0,13.0,4.09,0.766,0.122,0.112
2012,3,Summer,Bilaspur,Rural,Agricultural,286.6,984,38.1,20.0,13.0,4.09,0.766,0.122,0.112
2012,3,Summer,Durg,Urban,Residential,385.31,833,35.6,22.6,13.8,4.1,0.766,0.122,0.112
2012,3,Summer,Durg,Urban,Commercial,417.0,833,35.6,22.6,13.8,4.1,0.766,0.122,0.112
2012,3,Summer,Durg,Urban,Industrial,5120.92,833,35.6,22.6,13.8,4.1,0.766,0.122,0.112
2012,3,Summer,Durg,Urban,Agricultural,151.65,833,35.6,22.6,13.8,4.1,0.766,0.122,0.112
2012,3,Summer,Durg,Rural,Residential,209.59,833,35.6,22.6,13.8,4.1,0.766,0.122,0.112
2012,3,Summer,Durg,Rural,Commercial,212.99,833,35.6,22.6,13.8,4.1,0.766,0.122,0.112
2012,3,Summer,Durg,Rural,Industrial,2680.84,833,35.6,22.6,13.8,4.1,0.766,0.122,0.112
2012,3,Summer,Durg,Rural,Agricultural,397.05,833,35.6,22.6,13.8,4.1,0.766,0.122,0.112
2012,3,Summer,Korba,Urban,Residential,732.67,759,40.3,48.3,14.2,4.16,0.766,0.122,0.112
2012,3,Summer,Korba,Urban,Commercial,808.04,759,40.3,48.3,14.2,4.16,0.766,0.122,0.112
2012,3,Summer,Korba,Urban,Industrial,25100.81,759,40.3,48.3,14.2,4.16,0.766,0.122,0.112
2012,3,Summer,Korba,Urban,Agricultural,132.48,759,40.3,48.3,14.2,4.16,0.766,0.122,0.112
2012,3,Summer,Korba,Rural,Residential,334.75,759,40.3,48.3,14.2,4.16,0.766,0.122,0.112
2012,3,Summer,Korba,Rural,Commercial,741.94,759,40.3,48.3,14.2,4.16,0.766,0.122,0.112
2012,3,Summer,Korba,Rural,Industrial,2697.04,759,40.3,48.3,14.2,4.16,0.766,0.122,0.112
2012,3,Summer,Korba,Rural,Agricultural,174.56,759,40.3,48.3,14.2,4.16,0.766,0.122,0.112
2012,3,Summer,Raigarh,Urban,Residential,518.25,654,38.6,52.6,14.2,4.19,0.766,0.122,0.112
2012,3,Summer,Raigarh,Urban,Commercial,1557.16,654,38.6,52.6,14.2,4.19,0.766,0.122,0.112
2012,3,Summer,Raigarh,Urban,Industrial,9964.7,654,38.6,52.6,14.2,4.19,0.766,0.122,0.112
2012,3,Summer,Raigarh,Urban,Agricultural,143.96,654,38.6,52.6,14.2,4.19,0.766,0.122,0.112
2012,3,Summer,Raigarh,Rural,Residential,451.12,654,38.6,52.6,14.2,4.19,0.766,0.122,0.112
2012,3,Summer,Raigarh,Rural,Commercial,783.28,654,38.6,52.6,14.2,4.19,0.766,0.122,0.112
2012,3,Summer,Raigarh,Rural,Industrial,2777.97,654,38.6,52.6,14.2,4.19,0.766,0.122,0.112
2012,3,Summer,Raigarh,Rural,Agricultural,220.53,654,38.6,52.6,14.2,4.19,0.766,0.122,0.112
2012,3,Summer,Surguja,Urban,Residential,892.76,599,36.5,13.6,16.9,4.2,0.766,0.122,0.112
2012,3,Summer,Surguja,Urban,Commercial,1148.1,599,36.5,13.6,16.9,4.2,0.766,0.122,0.112
2012,3,Summer,Surguja,Urban,Industrial,1603.53,599,36.5,13.6,16.9,4.2,0.766,0.122,0.112
2012,3,Summer,Surguja,Urban,Agricultural,88.16,599,36.5,13.6,16.9,4.2,0.766,0.122,0.112
2012,3,Summer,Surguja,Rural,Residential,231.48,599,36.5,13.6,16.9,4.2,0.766,0.122,0.112
2012,3,Summer,Surguja,Rural,Commercial,635.41,599,36.5,13.6,16.9,4.2,0.766,0.122,0.112
2012,3,Summer,Surguja,Rural,Industrial,2978.37,599,36.5,13.6,16.9,4.2,0.766,0.122,0.112
2012,3,Summer,Surguja,Rural,Agricultural,395.5,599,36.5,13.6,16.9,4.2,0.766,0.122,0.112
2012,3,Summer,Bastar,Urban,Residential,322.54,542,37.6,12.6,17.2,4.08,0.766,0.122,0.112
2012,3,Summer,Bastar,Urban,Commercial,1144.15,542,37.6,12.6,17.2,4.08,0.766,0.122,0.112
2012,3,Summer,Bastar,Urban,Industrial,6138.29,542,37.6,12.6,17.2,4.08,0.766,0.122,0.112
2012,3,Summer,Bastar,Urban,Agricultural,136.58,542,37.6,12.6,17.2,4.08,0.766,0.122,0.112
2012,3,Summer,Bastar,Rural,Residential,239.61,542,37.6,12.6,17.2,4.08,0.766,0.122,0.112
2012,3,Summer,Bastar,Rural,Commercial,366.32,542,37.6,12.6,17.2,4.08,0.766,0.122,0.112
2012,3,Summer,Bastar,Rural,Industrial,1026.41,542,37.6,12.6,17.2,4.08,0.766,0.122,0.112
2012,3,Summer,Bastar,Rural,Agricultural,279.78,542,37.6,12.6,17.2,4.08,0.766,0.122,0.112
2012,3,Summer,Rajnandgaon,Urban,Residential,798.63,486,40.3,14.6,16.6,4.19,0.766,0.122,0.112
2012,3,Summer,Rajnandgaon,Urban,Commercial,1519.01,486,40.3,14.6,16.6,4.19,0.766,0.122,0.112
2012,3,Summer,Rajnandgaon,Urban,Industrial,2804.64,486,40.3,14.6,16.6,4.19,0.766,0.122,0.112
2012,3,Summer,Rajnandgaon,Urban,Agricultural,56.1,486,40.3,14.6,16.6,4.19,0.766,0.122,0.112
2012,3,Summer,Rajnandgaon,Rural,Residential,128.68,486,40.3,14.6,16.6,4.19,0.766,0.122,0.112
2012,3,Summer,Rajnandgaon,Rural,Commercial,453.13,486,40.3,14.6,16.6,4.19,0.766,0.122,0.112
2012,3,Summer,Rajnandgaon,Rural,Industrial,3930.01,486,40.3,14.6,16.6,4.19,0.766,0.122,0.112
2012,3,Summer,Rajnandgaon,Rural,Agricultural,159.72,486,40.3,14.6,16.6,4.19,0.766,0.122,0.112
2012,4,Summer,Raipur,Urban,Residential,670.95,1442,35.6,22.4,13.1,4.11,0.758,0.122,0.12
2012,4,Summer,Raipur,Urban,Commercial,607.24,1442,35.6,22.4,13.1,4.11,0.758,0.122,0.12
2012,4,Summer,Raipur,Urban,Industrial,4033.65,1442,35.6,22.4,13.1,4.11,0.758,0.122,0.12
2012,4,Summer,Raipur,Urban,Agricultural,72.47,1442,35.6,22.4,13.1,4.11,0.758,0.122,0.12
2012,4,Summer,Raipur,Rural,Residential,409.83,1442,35.6,22.4,13.1,4.11,0.758,0.122,0.12
2012,4,Summer,Raipur,Rural,Commercial,488.66,1442,35.6,22.4,13.1,4.11,0.758,0.122,0.12
2012,4,Summer,Raipur,Rural,Industrial,3117.1,1442,35.6,22.4,13.1,4.11,0.758,0.122,0.12
2012,4,Summer,Raipur,Rural,Agricultural,300.03,1442,35.6,22.4,13.1,4.11,0.758,0.122,0.12
2012,4,Summer,Bilaspur,Urban,Residential,928.23,922,38.7,18.3,13.7,4.07,0.758,0.122,0.12
2012,4,Summer,Bilaspur,Urban,Commercial,968.72,922,38.7,18.3,13.7,4.07,0.758,0.122,0.12
2012,4,Summer,Bilaspur,Urban,Industrial,4122.0,922,38.7,18.3,13.7,4.07,0.758,0.122,0.12
2012,4,Summer,Bilaspur,Urban,Agricultural,40.23,922,38.7,18.3,13.7,4.07,0.758,0.122,0.12
2012,4,Summer,Bilaspur,Rural,Residential,373.69,922,38.7,18.3,13.7,4.07,0.758,0.122,0.12
2012,4,Summer,Bilaspur,Rural,Commercial,432.09,922,38.7,18.3,13.7,4.07,0.758,0.122,0.12
2012,4,Summer,Bilaspur,Rural,Industrial,934.29,922,38.7,18.3,13.7,4.07,0.758,0.122,0.12
2012,4,Summer,Bilaspur,Rural,Agricultural,380.53,922,38.7,18.3,13.7,4.07,0.758,0.122,0.12
2012,4,Summer,Durg,Urban,Residential,784.02,866,39.9,21.2,13.9,4.2,0.758,0.122,0.12
2012,4,Summer,Durg,Urban,Commercial,1473.9,866,39.9,21.2,13.9,4.2,0.758,0.122,0.12
2012,4,Summer,Durg,Urban,Industrial,5304.44,866,39.9,21.2,13.9,4.2,0.758,0.122,0.12
2012,4,Summer,Durg,Urban,Agricultural,33.41,866,39.9,21.2,13.9,4.2,0.758,0.122,0.12
2012,4,Summer,Durg,Rural,Residential,459.71,866,39.9,21.2,13.9,4.2,0.758,0.122,0.12
2012,4,Summer,Durg,Rural,Commercial,394.54,866,39.9,21.2,13.9,4.2,0.758,0.122,0.12
2012,4,Summer,Durg,Rural,Industrial,2935.4,866,39.9,21.2,13.9,4.2,0.758,0.122,0.12
2012,4,Summer,Durg,Rural,Agricultural,107.75,866,39.9,21.2,13.9,4.2,0.758,0.122,0.12
2012,4,Summer,Korba,Urban,Residential,785.51,745,39.2,56.9,13.9,4.05,0.758,0.122,0.12
2012,4,Summer,Korba,Urban,Commercial,1127.18,745,39.2,56.9,13.9,4.05,0.758,0.122,0.12
2012,4,Summer,Korba,Urban,Industrial,33734.36,745,39.2,56.9,13.9,4.05,0.758,0.122,0.12
2012,4,Summer,Korba,Urban,Agricultural,102.45,745,39.2,56.9,13.9,4.05,0.758,0.122,0.12
2012,4,Summer,Korba,Rural,Residential,268.66,745,39.2,56.9,13.9,4.05,0.758,0.122,0.12
2012,4,Summer,Korba,Rural,Commercial,326.81,745,39.2,56.9,13.9,4.05,0.758,0.122,0.12
2012,4,Summer,Korba,Rural,Industrial,15662.81,745,39.2,56.9,13.9,4.05,0.758,0.122,0.12
2012,4,Summer,Korba,Rural,Agricultural,330.4,745,39.2,56.9,13.9,4.05,0.758,0.122,0.12
2012,4,Summer,Raigarh,Urban,Residential,522.06,701,37.9,48.3,14.0,4.15,0.758,0.122,0.12
2012,4,Summer,Raigarh,Urban,Commercial,1039.86,701,37.9,48.3,14.0,4.15,0.758,0.122,0.12
2012,4,Summer,Raigarh,Urban,Industrial,38235.47,701,37.9,48.3,14.0,4.15,0.758,0.122,0.12
2012,4,Summer,Raigarh,Urban,Agricultural,110.66,701,37.9,48.3,14.0,4.15,0.758,0.122,0.12
2012,4,Summer,Raigarh,Rural,Residential,234.55,701,37.9,48.3,14.0,4.15,0.758,0.122,0.12
